filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Identificeren van stakeholders • Formuleren van KSF (kritische succesfactoren) • Formuleren van meetbare acceptatiecriteria,16143,,Arial,26,123,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Requirements-KSF,16149,,Calibri,42,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Formuleren kritische succesfactoren (KSF),16151,#006fc0,Calibri,18,41,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeelden,16152,,Calibri,18,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Business- to- consumer internetsite (grote heterogene groep gebruikers) KSF: gemak waarmee de gebruiker het gewenste product kan bereiken KSF: begrijpbaarheid, zelfverklarend",16154,,Calibri,15,172,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Boekhoudpakket (beperkte  groep van zeer prof.gebruikers) KSF: traceerbaarheid Zelfverklarend is minder belangrijk,16158,,Calibri,15,112,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Grote batchgeoriënteerde administratieve systemen KSF: snelheid en “middelen”beslag,16162,,Calibri,15,82,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,PC-applicatie KSF: werkbaar onder verschillende systeemsoftware,16165,,Calibri,15,62,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Requirements: Meetbare acceptatiecriteria,16170,,Calibri,42,41,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Formuleren van meetbare acceptatiecriteria,16171,,Calibri,29,42,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,KSF: redelijk abstract,16173,,Calibri,29,22,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Meetbare acceptatiecriteria: concreet,16175,,Calibri,29,37,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld:,16177,,Calibri,29,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,KSF: klanten direct helpen aan de telefoon,16178,#006fc0,Calibri,25,42,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Meetbare criteria • de klantgegevens met behulp van een klantnr of NAW-gegevens binnen de 2 sec. op het scherm tonen • alle wijzigingen van toegestane elementen gebeuren on-line • de effecten van deze on-line wijzigingen binnen de 2 sec weergeven op het scherm,16180,#ffffff,Calibri,18,256,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Requirements: Meetbare acceptatiecriteria,16187,,Calibri,42,41,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Formuleren van meetbare acceptatiecriteria,16188,,Calibri,37,42,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld:,16189,,Arial,37,12,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,KSF: bij invoer van gegevens wordt gecontroleerd op juistheid,16190,#006fc0,Calibri,31,61,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,en volledigheid,16191,,Calibri,31,15,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Meetbare criteria,16193,#ffffff,Calibri,18,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"van ieder veld wordt bepaald wat de mogelijke syntax van de invoer is (@: e-mail), invoercontrole op elk veld",16195,#ffffff,Calibri,18,108,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten Requirements,16199,,Calibri,42,20,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Businessrequirements • Gebruikersrequirements,16200,,Arial,37,46,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Softwarerequirements,16202,,Arial,31,22,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Functionele requirements • Niet-functionele requirements,16203,,Arial,26,57,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Niet-functionele requirements,16334,,Calibri,42,29,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Niet-functionele requirements,17194,,Calibri,42,29,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"17 Even stilstaan bij … ...bandbreedte , aantal HTTP-requests, …kleine schermruimte (lay-out,  oriëntatie-switch), touch",17195,,Arial,18,117,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Niet-functionele requirements,17703,,Calibri,42,29,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,18 Extra aandacht voor…,17704,,Arial,18,22,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,...Content,17706,#0073ad,Arial,18,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,… reden van bezoek … wat doet de gebruiker eerst … duidelijk leesbaar (zoomable) …,17707,,Arial,18,79,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),18215,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20314,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Functionele geschiktheid,20316,,Calibri,25,24,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Functionele compleetheid,20318,#006fc0,Calibri,22,24,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20320,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het ERP moet aan minimaal 75% van de gespecifieerde functionele requirements voldoen,20322,,Calibri,17,84,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Functionele correctheid,20324,#006fc0,Calibri,22,23,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20326,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,De loonadministratie moet de berekende lonen naar de juiste rekeningnummers laten overmaken,20328,,Calibri,17,91,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Functionele toepasselijkheid,20330,#006fc0,Calibri,22,28,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20332,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het GPS-systeem moet zodanig werken dat de gebruiker in 9 van de 10 gevallen zonder problemen op de gewenste bestemming aankomt.,20334,,Calibri,17,127,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20339,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Prestatie-efficiëntie,20341,,Calibri,25,21,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Snelheid,20343,#006fc0,Calibri,22,8,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20345,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Het systeem moet 90% van de webpagina’s die klanten zien binnen 1 seconde tonen, voor de andere webpagina’s mag dit niet langer dan 3 seconden zijn",20347,,Calibri,17,146,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Middelenbeslag,20350,#006fc0,Calibri,22,14,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20352,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het systeem mag niet meer dan 1MB aan netwerkcapaciteit en niet meer dan 100GB aan opslagcapaciteit gebruiken,20354,,Calibri,17,108,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Capaciteit,20357,#006fc0,Calibri,22,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20359,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het systeem  moet 1200 gebruikers tegelijkertijd aan kunnen met een piek van 2500 op de eerste werkdag van de maand. Tijdens de piek mag de snelheid max met 20% dalen,20361,,Calibri,17,165,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20366,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Uitwisselbaarheid,20367,,Arial,35,19,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Beïnvloedbaar,20368,#006fc0,Arial,30,15,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20369,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Het systeem moet de snelheid van de taken die het op de achtergrond,20370,,Arial,22,69,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,uitvoert verlagen wanneer de servercapaciteit voor meer dan 80% benut wordt (door alle systemen samen),20371,,Calibri,22,101,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Koppelbaarheid,20373,#006fc0,Arial,30,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20374,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"– Het datawarehouse mag max 1 op de 100,000 berichten vanuit het",20375,,Arial,22,64,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,verkoopsysteem verkeerd interpreteren,20376,,Calibri,22,37,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20380,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Bruikbaarheid (1/2),20382,,Calibri,25,19,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Herkenbare geschiktheid,20384,#006fc0,Calibri,22,23,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20386,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,De 1ste keer dat iemand onze nieuwe app opstart moet hij binnen de 3 sec kunnen beoordelen of hij voldoet aan zijn behoefte zonder dat hij de info in de Play Store heeft gelezen,20388,,Calibri,17,176,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Leerbaarheid,20391,#006fc0,Calibri,22,12,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20393,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,95% van de beginnende- studenten moet zijn oplossingen zelfstandig kunnen indienen via Chamilo ook als ze voor het eerst met het systeem werken,20395,,Calibri,17,142,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Bedienbaarheid,20398,#006fc0,Calibri,22,14,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20400,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Een ervaren internetgebruiker moet in 2 min op basis van zijn selectiecriteria een hotelkamer kunnen boeken, ook als hij de reserveringssite voor de 1ste keer bezoekt",20402,,Calibri,17,165,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20407,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Bruikbaarheid (2/2),20409,,Calibri,25,19,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorkomen gebruikersfouten,20411,#006fc0,Calibri,22,26,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20413,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het boekhoudpakker met altijd voorkomen dat er door foutieve invoer boekhoudkundige  onjuiste journaalposten ontstaan. De gebruiker moet gewaarschuwd worden,20415,,Calibri,17,155,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Volmaaktheid gebruikersinteractie,20418,#006fc0,Calibri,22,33,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20420,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Het datawarehouse mag max 1 op de 100,000 berichten vanuit het verkoopsysteem verkeerd interpreteren",20422,,Calibri,17,99,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Toegankelijkheid,20425,#006fc0,Calibri,22,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20427,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Het in- en uitchecken via een abonnementskaart (trein-tram-bus) moet ook mogelijk zijn voor reizigers met volgende beperkingen (doofheid, blindheid, niet bekend met de Nederlandse taal, in een rolstoel zitten)",20429,,Calibri,17,207,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20435,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Beveiligbaarheid (1/2),20437,,Calibri,25,22,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Vertrouwelijkheid,20439,#006fc0,Calibri,22,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20441,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,De geldautomaten moeten afdwingen dat bij het aanvullen van bankbiljetten steeds geautoriseerde medewerkers aanwezig zijn,20443,,Calibri,17,120,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Integriteit,20446,#006fc0,Calibri,22,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20448,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het systeem kan aantonen dat een transactie geautoriseerd door Jan effectief werd ingevoerd door Jan,20450,,Calibri,17,99,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Onweerlegbaarheid,20453,#006fc0,Calibri,22,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20455,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het systeem moet onvervalsbaar bewijs kunnen leveren van de ontvangst van ieder order,20457,,Calibri,17,85,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20461,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Beveiligbaarheid (2/2),20462,,Arial,35,24,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Verantwoording,20463,#006fc0,Arial,30,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20464,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– het klantbedieningssysteem moet voor elke medewerker vastleggen wat,20465,,Arial,22,69,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,deze met de klant heeft gecommuniceerd.,20466,,Calibri,22,39,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Authenticiteit,20467,#006fc0,Arial,30,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20468,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Het systeem moet de identiteit van de kassière vaststellen voordat de,20469,,Arial,22,71,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,geldlade opengaat (b.v. in kledingwinkel),20470,,Calibri,22,41,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20474,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Onderhoudbaarheid (1/2),20476,,Calibri,25,23,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Modulariteit,20478,#006fc0,Calibri,22,12,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20480,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,98% van de functionele wensen moet te realiseren met code-aanpassingen in basismodule en /of in max 1 andere module (customising ERP-pakket),20482,,Calibri,17,139,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Herbruikbaarheid,20485,#006fc0,Calibri,22,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20487,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Mintens een derde van de code moet herbruikbaar zijn door andere systemen (opgenomen in herbruikrepository),20489,,Calibri,17,106,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Analyseerbaarheid,20492,#006fc0,Calibri,22,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20494,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Als het systeem geen elektronische berichten meer kan ontvangen, moet de systeembeheerder binnen de 10 min nadat hij hier werd geattendeerd, de oorzaak van de fout gevonden hebben.",20496,,Calibri,17,179,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20501,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Onderhoudbaarheid (2/2),20502,,Arial,35,25,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Wijzigbaarheid,20503,#006fc0,Arial,30,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20504,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– de bankbediende moet zelf eenvoudige fiscale wijzigingen (bvb bedragen,20505,,Arial,22,72,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,en percentages) binnen de 10 min wijzigingen  kunnen aanbrengen in zijn lokaal systeem,20506,,Calibri,22,85,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Testbaarheid,20508,#006fc0,Arial,30,14,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20509,,Arial,25,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– De beoogde werking van een nieuwe release van het systeem moet binnen,20510,,Arial,22,71,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"24u kunnen gevalideerd worden, spoedreparatie binnen de 2u",20511,,Calibri,22,58,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20515,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Betrouwbaarheid (1/2),20517,,Calibri,25,21,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Volwassenheid,20519,#006fc0,Calibri,22,13,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20521,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,De spraakherkenningssoftware moet de 5000 meeste gebruikte NL-talige woorden in 98% van de gevallen correct verstaan,20523,,Calibri,17,115,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Beschikbaarheid,20526,#006fc0,Calibri,22,15,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20528,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,De webshop mag niet meer dan 1 keer per half jaar langer dan 2 minuten uitvallen tussen 8u00 en 22u00,20530,,Calibri,17,100,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Foutbestendigheid,20533,#006fc0,Calibri,22,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Voorbeeld,20535,,Calibri,19,9,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Het boekhoudsysteem mag niet uitvallen door foutief ingevulde gegevens of verkeerde verwerkingen (bvb deling door 0),20537,,Calibri,17,115,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20542,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Betrouwbaarheid (2/2),20543,,Arial,37,23,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Herstelbaarheid,20544,#006fc0,Arial,31,17,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20545,,Arial,26,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Wanneer loonverwerkingssysteeem uitvalt in de week voor de,20546,,Arial,24,60,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,loonuitbetaling moet het binnen de 4 u weer operationeel zijn.,20547,,Calibri,24,62,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– De geldautomaat mag in geen enkel geval (ook niet bij stroomuitval of,20548,,Arial,24,71,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"panne) volgende gegevens niet kwijtraken (opgenomen bedrag, rekeningnummer, datum+tijdstip geldopname)",20549,,Calibri,24,101,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20554,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Overdraagbaarheid (1/2),20555,,Arial,31,25,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Aanpasbaarheid,20556,#006fc0,Arial,27,16,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20557,,Arial,23,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Een desktopapplicatie moet in 2 maanden kunnen overgezet worden naar Android,20558,,Arial,19,78,12512
